alpha_3,ADM0_PCODE,ADM0_REF,ADM1_PCODE,ADM1_REF,ADM2_PCODE,ADM2_REF,ADM3_PCODE,ADM3_REF,ADM_LEVEL,ADM_PCODE,ADM_REF,Season,CHIRPS_mean,CHIRPS_min,CHIRPS_max
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010406,Raya Azebo,3,ET010406,Raya Azebo,octdec,-13.02881,-18.13272,-5.32254
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010407,Raya Alamata,3,ET010407,Raya Alamata,octdec,-7.35778,-13.66751,-0.14789
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010408,Ofla,3,ET010408,Ofla,octdec,-12.24221,-17.66108,-7.66743
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010409,Maichew town,3,ET010409,Maichew town,octdec,-14.83861,-14.83861,-14.83861
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010410,Korem town,3,ET010410,Korem town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010411,Alamata town,3,ET010411,Alamata town,octdec,-13.23013,-13.23013,-13.23013
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010412,Mekhoni town,3,ET010412,Mekhoni town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010413,Zata,3,ET010413,Zata,octdec,-7.48665,-11.5463,-2.24982
ETH,ET,Ethiopia,ET01,Tigray,ET0104,Southern,ET010414,Chercher,3,ET010414,Chercher,octdec,-10.55712,-15.88983,-4.07295
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010501,Kafta Humera,3,ET010501,Kafta Humera,octdec,2.24192,-14.87392,20.36927
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010502,Welkait,3,ET010502,Welkait,octdec,13.26771,1.40752,24.22736
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010503,Tsegede (TG),3,ET010503,Tsegede (TG),octdec,19.23894,0.34749,47.93451
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010504,Setit Humera,3,ET010504,Setit Humera,octdec,1.10312,-1.49654,2.91753
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010505,May Kadra,3,ET010505,May Kadra,octdec,1.27323,-2.10903,6.61192
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010506,Dansha town,3,ET010506,Dansha town,octdec,10.45038,4.375,25.81546
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010507,Awra (TG),3,ET010507,Awra (TG),octdec,15.36658,3.12801,29.38216
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010508,Korarit,3,ET010508,Korarit,octdec,12.56899,6.95873,16.70403
ETH,ET,Ethiopia,ET01,Tigray,ET0105,Western,ET010509,May Gaba,3,ET010509,May Gaba,octdec,15.84671,15.84671,15.84671
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010601,Saharti,3,ET010601,Saharti,octdec,-2.22751,-5.21742,0.51241
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010602,Enderta,3,ET010602,Enderta,octdec,0.41689,-2.31559,5.23092
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010603,Hintalo,3,ET010603,Hintalo,octdec,-3.043,-4.56142,0.11951
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010604,Degua Temben,3,ET010604,Degua Temben,octdec,0.49436,-1.15543,3.35795
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010605,Hagere Selam town,3,ET010605,Hagere Selam town,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010606,Samre,3,ET010606,Samre,octdec,-4.98986,-11.00957,-0.10686
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010607,Adigudom,3,ET010607,Adigudom,octdec,,,
ETH,ET,Ethiopia,ET01,Tigray,ET0106,South Eastern,ET010608,Wajirat,3,ET010608,Wajirat,octdec,-5.41053,-13.05214,-1.01298
ETH,ET,Ethiopia,ET01,Tigray,ET0107,Mekelle,ET010701,Mekelle,3,ET010701,Mekelle,octdec,0.95586,-0.24136,2.08138
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020101,Dubti,3,ET020101,Dubti,octdec,-2.94894,-17.92555,1.00066
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020102,Elidar,3,ET020102,Elidar,octdec,-3.41597,-11.91946,-0.33681
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020103,Asayita,3,ET020103,Asayita,octdec,-1.71267,-13.60869,10.85774
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020104,Afambo,3,ET020104,Afambo,octdec,-2.47279,-9.59089,5.89968
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020105,Mile,3,ET020105,Mile,octdec,-3.35117,-15.80734,2.19272
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020106,Chifra,3,ET020106,Chifra,octdec,-15.72924,-22.56762,-8.63865
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020107,Dubti town,3,ET020107,Dubti town,octdec,,,
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020108,Kori,3,ET020108,Kori,octdec,-5.32775,-9.17501,-1.85176
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020109,Adar,3,ET020109,Adar,octdec,-10.14947,-19.95922,-3.45516
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020110,Gerani,3,ET020110,Gerani,octdec,5.30599,-2.80121,21.29893
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020111,Asayita town,3,ET020111,Asayita town,octdec,3.015,-0.91834,6.94834
ETH,ET,Ethiopia,ET02,Afar,ET0201,Awsi /Zone 1,ET020198,Samera Logiya town,3,ET020198,Samera Logiya town,octdec,-0.46844,-0.56877,-0.36812
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020201,Erebti,3,ET020201,Erebti,octdec,-6.32084,-10.17594,2.5524
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020202,Kunneba,3,ET020202,Kunneba,octdec,-10.51574,-16.98009,-4.53072
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020203,Abaala,3,ET020203,Abaala,octdec,-3.94452,-11.93054,1.07242
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020204,Megale,3,ET020204,Megale,octdec,-10.09731,-16.6314,1.41577
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020205,Berahile,3,ET020205,Berahile,octdec,-7.57777,-17.4992,2.83835
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020206,Dalol,3,ET020206,Dalol,octdec,-11.10952,-23.28319,-3.50897
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020207,Afdera,3,ET020207,Afdera,octdec,-6.19756,-13.64173,1.6428
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020208,Bidu,3,ET020208,Bidu,octdec,-2.76545,-7.73075,0.78248
ETH,ET,Ethiopia,ET02,Afar,ET0202,Kilbati /Zone2,ET020209,Abaala town,3,ET020209,Abaala town,octdec,-1.92349,-2.62128,-1.3011
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020301,Amibara,3,ET020301,Amibara,octdec,-15.07309,-21.81098,-8.84677
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020302,Awash,3,ET020302,Awash,octdec,-13.41396,-23.51622,-8.93132
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020303,Gewane,3,ET020303,Gewane,octdec,-6.51685,-19.858,6.66046
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020304,Dulecha,3,ET020304,Dulecha,octdec,-13.27657,-18.9025,-6.11244
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020305,Gelalu,3,ET020305,Gelalu,octdec,-8.42622,-13.32088,-1.90772
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020306,Arguba,3,ET020306,Arguba,octdec,-14.66024,-18.9054,-6.77791
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020307,Hanruka,3,ET020307,Hanruka,octdec,-20.6524,-30.186,-10.8993
ETH,ET,Ethiopia,ET02,Afar,ET0203,Gabi /Zone 3,ET020396,Awash town,3,ET020396,Awash town,octdec,,,
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020401,Awra (AF),3,ET020401,Awra (AF),octdec,-12.6909,-22.7505,-6.39136
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020402,Euwa,3,ET020402,Euwa,octdec,-16.12481,-25.46736,-7.15762
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020403,Teru,3,ET020403,Teru,octdec,-8.97301,-15.34679,-1.38168
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020404,Yalo,3,ET020404,Yalo,octdec,-10.26103,-15.49253,-2.64529
ETH,ET,Ethiopia,ET02,Afar,ET0204,Fanti /Zone 4,ET020405,Gulina,3,ET020405,Gulina,octdec,-17.94821,-23.10523,-10.06308
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020501,Telalek,3,ET020501,Telalek,octdec,-9.8385,-16.62605,-5.68088
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020502,Samurobi,3,ET020502,Samurobi,octdec,-11.03455,-16.92168,-5.61102
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020503,Dawe,3,ET020503,Dawe,octdec,-12.04765,-20.38186,-3.8924
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020504,Dalefage,3,ET020504,Dalefage,octdec,-13.92158,-25.55414,-9.69259
ETH,ET,Ethiopia,ET02,Afar,ET0205,Hari /Zone 5,ET020505,Hadelela,3,ET020505,Hadelela,octdec,-9.38614,-16.49066,-3.03527
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030101,Addi Arekay,3,ET030101,Addi Arekay,octdec,10.80112,-1.28438,21.13546
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030102,Beyeda,3,ET030102,Beyeda,octdec,6.03793,-4.53572,20.3172
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030103,Janamora,3,ET030103,Janamora,octdec,11.01646,0.67364,22.26749
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030104,Debark,3,ET030104,Debark,octdec,8.5599,-2.36739,18.39418
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030105,Dabat,3,ET030105,Dabat,octdec,5.12344,-2.7356,19.34431
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030106,Dabat town,3,ET030106,Dabat town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030119,Telemt,3,ET030119,Telemt,octdec,2.82957,-7.70004,18.23143
ETH,ET,Ethiopia,ET03,Amhara,ET0301,North Gondar,ET030198,Debark town,3,ET030198,Debark town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030201,Ebenat,3,ET030201,Ebenat,octdec,-0.36998,-11.50275,14.37981
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030202,Libokemekem,3,ET030202,Libokemekem,octdec,12.97971,3.06654,29.00311
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030203,Fogera,3,ET030203,Fogera,octdec,13.13567,-3.65688,32.43484
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030204,Farta,3,ET030204,Farta,octdec,5.49118,-6.83961,18.76696
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030205,Lay Gayint,3,ET030205,Lay Gayint,octdec,-3.02537,-12.13247,9.4817
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030206,Tach Gayint,3,ET030206,Tach Gayint,octdec,0.97899,-8.44856,9.07368
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030207,Semada,3,ET030207,Semada,octdec,6.36306,-10.26728,22.87659
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030208,East Esite,3,ET030208,East Esite,octdec,14.05133,3.32104,27.05534
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030209,Dera (AM),3,ET030209,Dera (AM),octdec,21.00707,5.41415,31.21303
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030210,Debre Tabor town,3,ET030210,Debre Tabor town,octdec,0.20203,-5.06847,4.02299
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030211,Andabet/ West Esite,3,ET030211,Andabet/ West Esite,octdec,13.87933,5.73026,21.97203
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030212,Guna Begemider,3,ET030212,Guna Begemider,octdec,0.89036,-5.36749,8.02554
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030213,Mena Meketewa,3,ET030213,Mena Meketewa,octdec,-4.99919,-11.64352,6.10732
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030214,Sede Muja,3,ET030214,Sede Muja,octdec,3.47358,-5.06011,9.30421
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030215,Nefas Mewicha town,3,ET030215,Nefas Mewicha town,octdec,1.53557,1.53557,1.53557
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030216,Wegeda town,3,ET030216,Wegeda town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030217,Ebenat town,3,ET030217,Ebenat town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030218,Hamusit town,3,ET030218,Hamusit town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030293,Woreta town,3,ET030293,Woreta town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030298,Mekan Eyesuse,3,ET030298,Mekan Eyesuse,octdec,9.86379,9.86379,9.86379
ETH,ET,Ethiopia,ET03,Amhara,ET0302,South Gondar,ET030299,Adiss Zemen town,3,ET030299,Adiss Zemen town,octdec,19.85411,19.85411,19.85411
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030301,Bugna,3,ET030301,Bugna,octdec,-10.65186,-17.97147,-5.07943
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030302,Raya Kobo,3,ET030302,Raya Kobo,octdec,-12.75304,-23.38427,5.3292
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030303,Gidan,3,ET030303,Gidan,octdec,-4.52047,-20.04234,4.59872
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030304,Meket,3,ET030304,Meket,octdec,-5.23041,-10.72506,2.67171
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030305,Wadla,3,ET030305,Wadla,octdec,-4.93064,-10.21941,2.24855
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030306,Hara town,3,ET030306,Hara town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030307,Guba Lafto,3,ET030307,Guba Lafto,octdec,-12.35778,-22.25056,2.4157
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030308,Habru,3,ET030308,Habru,octdec,-20.42445,-27.80862,-9.39488
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030309,Woldiya town,3,ET030309,Woldiya town,octdec,-12.28795,-19.87415,-4.70175
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030310,Lasta,3,ET030310,Lasta,octdec,-6.06003,-14.15512,2.45479
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030311,Dawunt,3,ET030311,Dawunt,octdec,-1.64443,-6.39552,2.47672
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030312,Gazo,3,ET030312,Gazo,octdec,-2.65106,-4.44138,0.13629
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030313,Angot,3,ET030313,Angot,octdec,-4.90361,-8.60211,-1.27985
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030314,Filakit town,3,ET030314,Filakit town,octdec,0.92016,0.92016,0.92016
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030315,Gashena town,3,ET030315,Gashena town,octdec,-5.78193,-5.78193,-5.78193
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030397,Mersa town,3,ET030397,Mersa town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030398,Lalibela town,3,ET030398,Lalibela town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0303,North Wello,ET030399,Kobo town,3,ET030399,Kobo town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030401,Argoba,3,ET030401,Argoba,octdec,-15.45678,-23.42709,-11.40719
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030402,Tenta,3,ET030402,Tenta,octdec,-0.44949,-5.97261,4.28172
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030403,Kutaber,3,ET030403,Kutaber,octdec,0.50101,-12.12596,7.37694
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030404,Ambasel,3,ET030404,Ambasel,octdec,-8.06976,-20.98442,4.39628
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030405,Thehulederie,3,ET030405,Thehulederie,octdec,-10.90418,-21.73455,3.08316
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030406,Delanta,3,ET030406,Delanta,octdec,-1.50067,-7.19044,6.34873
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030407,Kalu,3,ET030407,Kalu,octdec,-8.77012,-19.18095,5.11169
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030408,Albuko,3,ET030408,Albuko,octdec,-4.88661,-11.60926,6.26123
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030409,Dessie Zuria,3,ET030409,Dessie Zuria,octdec,-0.96597,-9.45782,8.21403
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030410,Legambo,3,ET030410,Legambo,octdec,-5.99319,-10.94655,0.93148
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030411,Sayint,3,ET030411,Sayint,octdec,-2.99287,-14.27131,5.45947
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030412,Borena /Debresina,3,ET030412,Borena /Debresina,octdec,-2.61704,-17.24408,9.15538
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030413,Kelela,3,ET030413,Kelela,octdec,3.27416,-7.23336,14.46037
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030414,Jama,3,ET030414,Jama,octdec,4.96813,-4.22399,16.79746
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030415,Were Ilu,3,ET030415,Were Ilu,octdec,-5.48781,-11.79709,1.81203
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030416,Wegde,3,ET030416,Wegde,octdec,-4.21095,-9.77498,3.15822
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030417,Kombolcha town,3,ET030417,Kombolcha town,octdec,-5.34042,-6.61466,-3.39413
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030418,Dessie town,3,ET030418,Dessie town,octdec,0.29052,-3.35708,5.92537
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030419,Mehal Sayint,3,ET030419,Mehal Sayint,octdec,-4.556,-10.86607,2.85764
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030420,Legehida,3,ET030420,Legehida,octdec,1.05139,-10.11177,15.4206
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030421,Mekdela,3,ET030421,Mekdela,octdec,1.8252,-7.01608,11.82282
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030422,Worebabu,3,ET030422,Worebabu,octdec,-20.69368,-26.58587,-3.78112
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030423,Wereilu town,3,ET030423,Wereilu town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030424,Wegel tena town,3,ET030424,Wegel tena town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030425,Degolo town,3,ET030425,Degolo town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030426,Kelala town,3,ET030426,Kelala town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030427,Akeseta town,3,ET030427,Akeseta town,octdec,-7.05433,-7.05433,-7.05433
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030428,Tulu Awlia,3,ET030428,Tulu Awlia,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030429,Harbu town,3,ET030429,Harbu town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030498,Mekane Selame,3,ET030498,Mekane Selame,octdec,-9.16238,-9.16238,-9.16238
ETH,ET,Ethiopia,ET03,Amhara,ET0304,South Wello,ET030499,Hike town,3,ET030499,Hike town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030501,Mida Woremo,3,ET030501,Mida Woremo,octdec,-1.2272,-10.63009,3.77382
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030502,Merhabete,3,ET030502,Merhabete,octdec,-4.32944,-9.60473,3.28496
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030503,Ensaro,3,ET030503,Ensaro,octdec,2.55709,-0.83199,7.25726
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030504,Moretna Jiru,3,ET030504,Moretna Jiru,octdec,2.0009,-4.11741,11.00299
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030505,Menze Gera Midir,3,ET030505,Menze Gera Midir,octdec,-16.07201,-28.59066,-1.03208
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030506,Gishe Rabel,3,ET030506,Gishe Rabel,octdec,-9.54038,-13.94976,-4.96472
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030507,Antsokiya,3,ET030507,Antsokiya,octdec,-13.71345,-21.69253,-9.76554
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030508,Eferatana Gidem,3,ET030508,Eferatana Gidem,octdec,-17.41856,-26.0076,-10.78147
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030509,Menze Mama Midir,3,ET030509,Menze Mama Midir,octdec,-10.98479,-22.3069,9.97615
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030510,Tarema Ber,3,ET030510,Tarema Ber,octdec,-16.38867,-22.46637,-7.77562
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030511,Mojan Wedera,3,ET030511,Mojan Wedera,octdec,1.7766,-22.49922,13.77955
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030512,Kewet,3,ET030512,Kewet,octdec,-13.09006,-17.69973,-4.40751
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030513,Angolelana Tera,3,ET030513,Angolelana Tera,octdec,-4.85594,-15.83645,-0.2995
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030514,Assagirt,3,ET030514,Assagirt,octdec,-6.52541,-14.81734,-0.76501
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030515,Ankober,3,ET030515,Ankober,octdec,-18.58312,-26.05493,-8.75963
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030516,Hagere Mariam,3,ET030516,Hagere Mariam,octdec,-8.73714,-13.30754,-3.60391
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030517,Berehet,3,ET030517,Berehet,octdec,-9.25376,-18.02644,-2.26027
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030518,Minjar Shenkora,3,ET030518,Minjar Shenkora,octdec,-8.24381,-17.69176,1.3573
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030519,Basona Worena,3,ET030519,Basona Worena,octdec,-7.94835,-28.59114,10.17718
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030520,Debre Berhan town,3,ET030520,Debre Berhan town,octdec,-7.30359,-9.68214,-4.23706
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030521,Menze Keya Gabriel,3,ET030521,Menze Keya Gabriel,octdec,-3.0233,-5.9322,-0.33493
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030522,Menze Lalo Midir,3,ET030522,Menze Lalo Midir,octdec,-6.70371,-12.88614,1.08387
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030523,Siya Debirna Wayu,3,ET030523,Siya Debirna Wayu,octdec,1.11606,-8.14734,6.26243
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030524,Tulefa town,3,ET030524,Tulefa town,octdec,-9.92136,-10.89063,-8.95209
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030525,Arerti town,3,ET030525,Arerti town,octdec,-9.62234,-9.62234,-9.62234
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030526,Molale town,3,ET030526,Molale town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030527,Debre Sina town,3,ET030527,Debre Sina town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030595,Shoa Robit,3,ET030595,Shoa Robit,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030597,Mehale Meda town,3,ET030597,Mehale Meda town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030598,Ataye town,3,ET030598,Ataye town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0305,North Shewa (AM),ET030599,Aleme Ketma town,3,ET030599,Aleme Ketma town,octdec,,,
ETH,ET,Ethiopia,ET03,Amhara,ET0306,East Gojam,ET030601,Bibugn,3,ET030601,Bibugn,octdec,20.38424,9.94604,36.96382
